"ORDEN_PRODUCCION","SECUENCIA_PAQUETE","ESTILO","TALLA","PRENDAS","FECHA_TERMINO"
"868911","8","TH5467-00","6","49","04/04/2024 17:26:57"
"868911","9","TH5467-00","6","21","05/04/2024 17:55:09"
"868912","1","TH5467-00","7","27","05/04/2024 17:43:24"
"868912","2","TH5467-00","8","11","06/04/2024 13:46:13"
"868912","3","TH5467-00","9","6","05/04/2024 17:53:41"
"868913","1","TH2827-52","3","40","28/03/2024 21:29:43"
"868913","2","TH2827-52","4","57","27/03/2024 19:05:52"
"868913","3","TH2827-52","4","30","27/03/2024 19:53:04"
"868913","4","TH2827-52","5","57","27/03/2024 16:26:02"
"868913","5","TH2827-52","5","35","28/03/2024 17:39:38"
"868913","6","TH2827-52","6","57","27/03/2024 21:41:09"
"868913","7","TH2827-52","6","14","28/03/2024 21:14:27"
"868913","8","TH2827-52","7","45","28/03/2024 21:25:31"
"868913","9","TH2827-52","8","18","27/03/2024 20:30:09"
"868913","10","TH2827-52","9","14","27/03/2024 19:13:30"
"868914","1","TH5467-00","2","54","06/04/2024 15:20:57"
"868914","2","TH5467-00","2","46","05/04/2024 18:19:37"
"868914","3","TH5467-00","3","57","06/04/2024 14:55:26"
"868914","4","TH5467-00","3","57","06/04/2024 14:46:28"
"868914","5","TH5467-00","3","57","06/04/2024 14:35:37"
"868914","6","TH5467-00","3","28","11/04/2024 7:59:21"
"868915","1","TH5467-00","4","57","06/04/2024 14:51:56"
"868915","2","TH5467-00","4","54","06/04/2024 14:41:03"
"868915","3","TH5467-00","4","56","11/04/2024 8:07:04"
"868915","4","TH5467-00","4","57","06/04/2024 14:50:32"
"868915","5","TH5467-00","4","50","06/04/2024 14:56:28"
"868915","6","TH5467-00","5","51","05/04/2024 18:28:12"
"868916","1","TH5467-00","5","50","04/04/2024 9:07:55"
"868916","2","TH5467-00","5","43","09/04/2024 17:15:55"
"868916","3","TH5467-00","5","41","04/04/2024 9:40:12"
"868916","4","TH5467-00","6","57","04/04/2024 8:35:03"
"868916","5","TH5467-00","6","57","09/04/2024 18:57:52"
"868916","6","TH5467-00","6","52","04/04/2024 9:51:07"
"868917","1","TH5467-00","7","57","08/04/2024 16:58:17"
"868917","2","TH5467-00","7","18","08/04/2024 16:52:27"
"868917","3","TH5467-00","8","14","06/04/2024 15:28:51"
"868917","4","TH5467-00","9","9","06/04/2024 15:23:12"
"868918","1","TH2827-23","2","7","23/03/2024 16:53:44"
"868918","2","TH2827-23","3","63","24/03/2024 12:44:11"
"868918","3","TH2827-23","4","57","23/03/2024 15:37:53"
"868918","4","TH2827-23","4","57","23/03/2024 17:01:18"
"868918","5","TH2827-23","4","20","23/03/2024 17:08:44"
"868918","6","TH2827-23","5","57","23/03/2024 16:51:43"
"868918","7","TH2827-23","5","57","24/03/2024 13:04:43"
"868918","8","TH2827-23","5","20","27/03/2024 16:53:24"
"868918","9","TH2827-23","6","57","23/03/2024 15:51:50"
"868918","10","TH2827-23","6","35","25/03/2024 13:23:32"
"868918","11","TH2827-23","7","52","24/03/2024 8:53:58"
"868918","12","TH2827-23","8","29","25/03/2024 16:39:00"
"868918","13","TH2827-23","9","21","23/03/2024 15:56:01"
"868919","1","TH7318-20","3","26","19/03/2024 18:34:23"
"868919","2","TH7318-20","4","39","19/03/2024 18:21:19"
"868919","3","TH7318-20","5","30","19/03/2024 18:19:04"
"868919","4","TH7318-20","6","12","19/03/2024 19:10:07"
"868920","1","TH2827-51","3","57","25/03/2024 17:51:43"
"868920","2","TH2827-51","3","57","24/03/2024 14:38:12"
"868920","3","TH2827-51","3","15","27/03/2024 13:55:13"
"868920","4","TH2827-51","4","56","24/03/2024 16:58:01"
"868920","5","TH2827-51","4","57","24/03/2024 12:50:10"
"868920","6","TH2827-51","4","57","24/03/2024 13:12:36"
"868920","7","TH2827-51","4","57","24/03/2024 15:29:44"
"868920","8","TH2827-51","4","47","24/03/2024 17:10:16"
"868921","1","TH2827-51","5","57","25/03/2024 13:23:13"
"868921","2","TH2827-51","5","57","27/03/2024 13:27:39"
"868921","3","TH2827-51","5","57","25/03/2024 13:37:27"
"868921","4","TH2827-51","5","57","24/03/2024 16:04:05"
"868921","5","TH2827-51","5","38","24/03/2024 15:36:43"
"868921","6","TH2827-51","6","57","25/03/2024 20:16:17"
"868921","7","TH2827-51","6","57","26/03/2024 10:03:47"
"868921","8","TH2827-51","6","57","27/03/2024 13:51:18"
"868922","1","TH2827-51","6","57","28/03/2024 6:42:11"
"868922","2","TH2827-51","7","57","28/03/2024 1:25:52"
"868922","3","TH2827-51","7","57","28/03/2024 0:18:39"
"868922","4","TH2827-51","7","32","28/03/2024 0:21:42"
"868922","5","TH2827-51","8","57","28/03/2024 14:11:43"
"868922","6","TH2827-51","8","10","28/03/2024 10:35:11"
"868922","7","TH2827-51","9","49","28/03/2024 10:19:04"
"868923","1","TF5538-52","32","13","03/04/2024 15:12:42"
"868923","2","TF5538-52","34","25","02/04/2024 17:48:55"
"868923","3","TF5538-52","36","33","02/04/2024 17:42:38"
"868923","4","TF5538-52","38","54","02/04/2024 18:40:19"
"868923","5","TF5538-52","40","31","02/04/2024 17:45:17"
"868923","6","TF5538-52","42","19","02/04/2024 18:56:39"
"868923","7","TF5538-52","44","12","03/04/2024 16:50:10"
"868924","1","TF1692-52","32","20","28/03/2024 22:48:33"
"868924","2","TF1692-52","32","8","28/03/2024 23:09:19"
"868924","3","TF1692-52","34","19","28/03/2024 20:51:33"
"868924","4","TF1692-52","34","17","28/03/2024 21:32:22"
"868924","5","TF1692-52","36","26","28/03/2024 20:55:29"
"868924","6","TF1692-52","36","26","29/03/2024 0:29:50"
"868924","7","TF1692-52","36","5","29/03/2024 0:29:50"
"868924","8","TF1692-52","38","23","28/03/2024 22:53:21"
"868924","9","TF1692-52","38","22","28/03/2024 22:44:13"
"868924","10","TF1692-52","40","15","28/03/2024 21:58:22"
"868924","11","TF1692-52","40","15","28/03/2024 16:41:07"
"868924","12","TF1692-52","40","12","28/03/2024 22:51:33"
"868924","13","TF1692-52","42","16","28/03/2024 22:31:46"
"868924","14","TF1692-52","42","13","28/03/2024 22:31:46"
"868924","15","TF1692-52","44","17","28/03/2024 23:11:30"
"868924","16","TF1692-52","44","8","28/03/2024 21:06:56"
"868925","1","TH5467-51","3","35","05/04/2024 17:39:29"
"868925","2","TH5467-51","4","55","05/04/2024 17:52:52"
"868925","3","TH5467-51","4","51","04/04/2024 15:39:34"
"868925","4","TH5467-51","5","54","04/04/2024 18:03:55"
"868925","5","TH5467-51","5","53","06/04/2024 15:45:25"
"868925","6","TH5467-51","5","18","08/04/2024 11:42:10"
"868925","7","TH5467-51","6","54","05/04/2024 16:37:42"
"868925","8","TH5467-51","6","49","04/04/2024 18:57:19"
"868926","1","TH5467-51","7","58","05/04/2024 16:55:56"
"868926","2","TH5467-51","8","37","05/04/2024 15:50:08"
"868926","3","TH5467-51","9","29","06/04/2024 7:18:46"
"868927","1","TH2827-20","3","28","21/03/2024 19:52:59"
"868927","2","TH2827-20","4","36","20/03/2024 19:24:37"
"868927","3","TH2827-20","5","36","22/03/2024 16:53:19"
"868927","4","TH2827-20","6","28","22/03/2024 14:40:23"
"868927","5","TH2827-20","7","18","21/03/2024 20:28:36"
"868928","1","TH7318-20","3","57","21/03/2024 14:14:18"
"868928","2","TH7318-20","3","56","20/03/2024 16:27:27"
"868928","3","TH7318-20","3","19","20/03/2024 16:48:31"
"868928","4","TH7318-20","4","52","20/03/2024 19:08:19"
"868928","5","TH7318-20","4","52","21/03/2024 17:13:30"
"868928","6","TH7318-20","4","52","20/03/2024 18:49:36"
"868928","7","TH7318-20","4","52","21/03/2024 16:10:42"
"868928","8","TH7318-20","4","15","21/03/2024 18:07:36"
"868929","1","TH7318-20","5","53","21/03/2024 16:54:49"
"868929","2","TH7318-20","5","53","21/03/2024 14:05:45"
"868929","3","TH7318-20","5","53","21/03/2024 17:20:39"
"868929","4","TH7318-20","5","49","21/03/2024 14:40:57"
"868929","5","TH7318-20","6","46","21/03/2024 14:46:46"
"868929","6","TH7318-20","6","38","20/03/2024 16:37:52"
"868929","7","TH7318-20","7","40","21/03/2024 13:56:28"
"868929","8","TH7318-20","8","7","21/03/2024 14:21:11"
"868930","1","TH5467-51","3","44","11/04/2024 12:51:24"
"868930","2","TH5467-51","4","57","10/04/2024 19:21:50"
"868930","3","TH5467-51","4","47","10/04/2024 16:26:22"
"868930","4","TH5467-51","5","57","10/04/2024 16:34:51"
"868930","5","TH5467-51","5","57","10/04/2024 18:19:24"
"868930","6","TH5467-51","5","14","16/04/2024 20:40:42"
"868930","7","TH5467-51","6","55","11/04/2024 12:09:49"
"868930","8","TH5467-51","6","45","10/04/2024 18:11:47"
"868931","1","TH5467-51","7","56","12/04/2024 15:42:31"
"868931","2","TH5467-51","8","32","11/04/2024 18:28:39"
"868931","3","TH5467-51","9","24","11/04/2024 18:23:34"
"868932","1","TH2827-23","4","30","04/04/2024 9:36:11"
"868932","2","TH2827-23","5","30","04/04/2024 9:45:01"
"868932","3","TH2827-23","6","21","04/04/2024 9:50:06"
"868933","1","TH2827-20","3","66","23/03/2024 14:41:03"
"868933","2","TH2827-20","4","57","24/03/2024 17:04:50"
"868933","3","TH2827-20","4","32","24/03/2024 11:05:51"
"868933","4","TH2827-20","5","57","25/03/2024 18:28:52"
"868933","5","TH2827-20","5","30","23/03/2024 15:15:06"
"868933","6","TH2827-20","6","63","25/03/2024 14:07:21"
"868933","7","TH2827-20","7","38","24/03/2024 10:28:49"
"868934","1","TF1692-52","32","17","20/03/2024 18:48:45"
"868934","2","TF1692-52","34","18","20/03/2024 15:36:57"
"868934","3","TF1692-52","34","16","21/03/2024 10:18:04"
"868934","4","TF1692-52","36","26","20/03/2024 15:30:59"
"868934","5","TF1692-52","36","16","20/03/2024 18:18:21"
"868934","6","TF1692-52","38","22","20/03/2024 15:40:00"
"868934","7","TF1692-52","38","12","20/03/2024 15:40:00"
"868934","8","TF1692-52","40","16","20/03/2024 18:39:25"
"868934","9","TF1692-52","40","16","20/03/2024 15:43:28"
"868934","10","TF1692-52","42","14","20/03/2024 15:45:59"
"868934","11","TF1692-52","42","14","20/03/2024 19:01:13"
"868934","12","TF1692-52","44","16","20/03/2024 18:19:23"
"868935","1","TF5538-51","32","62","02/04/2024 16:57:59"
"868935","2","TF5538-51","34","80","02/04/2024 15:21:48"
"868935","3","TF5538-51","36","72","02/04/2024 16:13:38"
"868935","4","TF5538-51","36","20","02/04/2024 15:38:14"
"868935","5","TF5538-51","38","58","02/04/2024 15:15:28"
"868935","6","TF5538-51","38","42","04/04/2024 9:15:49"
"868935","7","TF5538-51","40","51","02/04/2024 15:31:47"
"868935","8","TF5538-51","40","29","02/04/2024 15:35:32"
"868935","9","TF5538-51","42","62","02/04/2024 15:28:18"
"868935","10","TF5538-51","44","46","02/04/2024 16:15:02"
"868935","11","TF5538-51","44","13","02/04/2024 15:39:30"
"868936","1","TF5388-23","34","51","27/03/2024 7:16:27"
"868936","2","TF5388-23","36","61","25/03/2024 11:40:18"
"868936","3","TF5388-23","36","39","25/03/2024 12:03:06"
"868936","4","TF5388-23","38","58","27/03/2024 7:52:20"
"868936","5","TF5388-23","38","57","25/03/2024 10:52:48"
"868936","6","TF5388-23","40","64","27/03/2024 12:16:35"
"868936","7","TF5388-23","40","58","27/03/2024 8:47:24"
"868936","8","TF5388-23","42","52","27/03/2024 10:00:37"
"868936","9","TF5388-23","42","26","26/03/2024 17:41:37"
"868936","10","TF5388-23","44","32","26/03/2024 18:25:09"
"868936","11","TF5388-23","46","4","27/03/2024 12:12:15"
"868937","1","TH5077-23","3","29","21/03/2024 15:24:20"
"868937","2","TH5077-23","4","51","21/03/2024 14:35:34"
"868937","3","TH5077-23","5","57","21/03/2024 15:58:32"
"868937","4","TH5077-23","5","32","21/03/2024 17:16:48"
"868937","5","TH5077-23","6","51","21/03/2024 18:13:54"
"868937","6","TH5077-23","7","29","21/03/2024 18:22:36"
"868937","7","TH5077-23","8","6","21/03/2024 18:34:56"
"868938","1","TH2827-51","3","57","25/03/2024 20:23:33"
"868938","2","TH2827-51","3","22","25/03/2024 19:26:27"
"868938","3","TH2827-51","4","57","22/03/2024 19:08:19"
"868938","4","TH2827-51","4","57","22/03/2024 17:40:00"
"868938","5","TH2827-51","4","56","25/03/2024 9:16:21"
"868938","6","TH2827-51","5","57","22/03/2024 18:31:28"
"868938","7","TH2827-51","5","51","22/03/2024 14:24:53"
"868939","1","TH2827-51","5","57","25/03/2024 19:43:03"
"868939","2","TH2827-51","6","57","22/03/2024 19:19:09"
"868939","3","TH2827-51","6","57","26/03/2024 18:47:12"
"868939","4","TH2827-51","6","27","22/03/2024 18:12:10"
"868939","5","TH2827-51","7","57","25/03/2024 18:15:16"
"868939","6","TH2827-51","7","37","25/03/2024 19:23:24"
"868939","7","TH2827-51","8","43","25/03/2024 19:32:38"
"868939","8","TH2827-51","9","29","25/03/2024 20:07:44"
"868940","1","TH5467-20","3","15","12/04/2024 17:50:59"
"868940","2","TH5467-20","4","28","12/04/2024 15:54:04"
"868940","3","TH5467-20","5","29","13/04/2024 11:54:14"
"868940","4","TH5467-20","6","10","13/04/2024 13:33:18"
"868941","1","TH5467-20","7","2","13/04/2024 14:24:30"
"868942","1","TH2827-23","3","47","27/03/2024 16:16:26"
"868942","2","TH2827-23","4","57","27/03/2024 20:06:00"
"868942","3","TH2827-23","4","25","03/04/2024 13:40:50"
"868942","4","TH2827-23","5","56","26/03/2024 17:00:05"
"868942","5","TH2827-23","5","26","03/04/2024 15:01:03"
"868942","6","TH2827-23","6","57","27/03/2024 17:52:03"
"868942","7","TH2827-23","6","13","03/04/2024 15:02:40"
"868942","8","TH2827-23","7","41","26/03/2024 15:26:00"
"868942","9","TH2827-23","8","20","26/03/2024 19:59:17"
"868943","1","TH7318-51","3","3","21/03/2024 17:49:15"
"868943","2","TH7318-51","4","5","21/03/2024 17:59:46"
"868943","3","TH7318-51","5","8","21/03/2024 18:01:05"
"868943","4","TH7318-51","6","8","20/03/2024 16:54:49"
"868943","5","TH7318-51","7","6","21/03/2024 18:03:03"
"868943","6","TH7318-51","8","3","21/03/2024 17:56:00"
"868944","1","TF5538-23","34","3","04/04/2024 9:27:34"
"868944","2","TF5538-23","36","4","04/04/2024 9:26:33"
"868944","3","TF5538-23","38","5","04/04/2024 10:28:15"
"868944","4","TF5538-23","40","4","04/04/2024 10:24:31"
"868945","1","TF5538-23","34","13","03/04/2024 12:16:03"
"868945","2","TF5538-23","36","44","04/04/2024 10:00:40"
"868945","3","TF5538-23","38","60","03/04/2024 11:56:51"
"868945","4","TF5538-23","40","55","03/04/2024 13:10:19"
"868945","5","TF5538-23","42","35","03/04/2024 12:07:37"
"868945","6","TF5538-23","44","16","04/04/2024 10:19:32"
"868947","1","PJ2909-51","1","44","20/03/2024 18:29:22"
"868947","2","PJ2909-51","1","13","20/03/2024 17:42:00"
"868947","3","PJ2909-51","2","42","20/03/2024 19:11:34"
"868947","4","PJ2909-51","2","50","20/03/2024 18:59:51"
"868947","5","PJ2909-51","2","11","20/03/2024 17:52:00"
"868947","6","PJ2909-51","2","11","20/03/2024 19:31:40"
"868947","7","PJ2909-51","2","10","20/03/2024 19:31:00"
"868947","8","PJ2909-51","2","10","20/03/2024 17:38:21"
"868947","9","PJ2909-51","3","50","20/03/2024 19:26:09"
"868947","10","PJ2909-51","3","50","20/03/2024 19:02:50"
"868947","11","PJ2909-51","3","13","20/03/2024 19:30:15"
"868947","12","PJ2909-51","3","11","20/03/2024 17:33:53"
"868947","13","PJ2909-51","4","47","20/03/2024 19:06:21"
"868947","14","PJ2909-51","4","50","20/03/2024 17:50:42"
"868947","15","PJ2909-51","4","11","20/03/2024 17:52:46"
"868947","16","PJ2909-51","4","11","20/03/2024 17:37:34"
"868948","1","PJ2909-51","5","32","18/03/2024 15:12:19"
"868948","2","PJ2909-51","5","50","18/03/2024 14:20:19"
"868948","3","PJ2909-51","5","50","19/03/2024 10:36:43"
"868948","4","PJ2909-51","6","43","18/03/2024 18:39:54"
"868948","5","PJ2909-51","6","50","19/03/2024 10:26:20"
"868948","6","PJ2909-51","6","13","18/03/2024 17:21:48"
"868948","7","PJ2909-51","6","13","18/03/2024 17:21:48"
"868948","8","PJ2909-51","6","11","18/03/2024 18:28:56"
"868948","9","PJ2909-51","6","10","18/03/2024 18:28:55"
"868948","10","PJ2909-51","8","50","18/03/2024 18:01:17"
"868948","11","PJ2909-51","8","50","18/03/2024 14:25:15"
"868948","12","PJ2909-51","8","50","18/03/2024 16:54:00"
"868948","13","PJ2909-51","8","11","18/03/2024 18:33:03"
"868948","14","PJ2909-51","8","11","18/03/2024 18:33:03"
"868948","15","PJ2909-51","8","10","18/03/2024 18:34:27"
"868948","16","PJ2909-51","8","10","18/03/2024 18:34:27"
"868949","1","PJ2909-51","10","42","18/03/2024 15:21:21"
"868949","2","PJ2909-51","12","29","18/03/2024 14:37:12"
"868949","3","PJ2909-51","12","13","18/03/2024 15:22:44"
"868949","4","PJ2909-51","12","11","18/03/2024 15:22:44"
"868949","5","PJ2909-51","14","28","18/03/2024 22:10:05"
"868949","6","PJ2909-51","14","50","18/03/2024 17:24:16"
"868949","7","PJ2909-51","14","13","19/03/2024 11:50:19"
"868949","8","PJ2909-51","14","13","18/03/2024 21:16:03"
"868949","9","PJ2909-51","14","11","18/03/2024 21:16:03"
"868949","10","PJ2909-51","16","46","18/03/2024 21:38:50"
"868949","11","PJ2909-51","16","11","18/03/2024 21:37:21"
"868949","12","PJ2909-51","16","11","18/03/2024 21:37:21"
"868950","1","PJ2909-52","1","6","18/03/2024 19:00:26"
"868950","2","PJ2909-52","2","8","18/03/2024 18:45:30"
"868950","3","PJ2909-52","3","10","19/03/2024 10:53:04"
"868950","4","PJ2909-52","4","3","18/03/2024 19:01:10"
"868950","5","PJ2909-52","5","18","18/03/2024 18:24:32"
"868950","6","PJ2909-52","6","7","18/03/2024 19:01:56"
"868950","7","PJ2909-52","10","8","18/03/2024 18:25:44"
"868950","8","PJ2909-52","12","21","18/03/2024 18:27:10"
"868950","9","PJ2909-52","14","21","18/03/2024 18:16:18"
"868950","10","PJ2909-52","16","4","18/03/2024 18:25:08"
"868954","1","DH2050-20","4","1","18/03/2024 15:53:51"
"868954","2","DH2050-20","5","3","18/03/2024 15:52:29"
"868954","3","DH2050-20","6","3","18/03/2024 15:56:17"
"868955","1","DH2050-00","2","22","16/03/2024 12:50:39"
"868955","2","DH2050-00","3","49","16/03/2024 11:48:55"
"868955","3","DH2050-00","3","11","16/03/2024 14:36:57"
"868955","4","DH2050-00","4","55","16/03/2024 14:41:05"
"868955","5","DH2050-00","4","54","16/03/2024 14:57:49"
"868955","6","DH2050-00","5","57","16/03/2024 15:23:10"
"868955","7","DH2050-00","5","55","18/03/2024 15:02:13"
"868955","8","DH2050-00","6","50","18/03/2024 14:01:11"
"868955","9","DH2050-00","6","30","16/03/2024 15:28:39"
"868955","10","DH2050-00","7","39","18/03/2024 15:04:40"
"868955","11","DH2050-00","8","10","18/03/2024 16:00:56"
"868955","12","DH2050-00","9","3","18/03/2024 15:15:23"
"868957","1","PJ2909-51","1","64","22/03/2024 9:06:47"
"868957","2","PJ2909-51","1","16","22/03/2024 9:08:07"
"868957","3","PJ2909-51","2","65","22/03/2024 4:31:21"
"868957","4","PJ2909-51","2","66","22/03/2024 3:56:05"
"868957","5","PJ2909-51","2","24","22/03/2024 22:17:04"
"868957","6","PJ2909-51","3","63","22/03/2024 17:59:59"
"868957","7","PJ2909-51","3","66","22/03/2024 11:18:31"
"868957","8","PJ2909-51","3","11","22/03/2024 9:08:56"
"868958","1","PJ2909-51","4","64","22/03/2024 5:12:32"
"868958","2","PJ2909-51","4","23","23/03/2024 15:28:38"
"868958","3","PJ2909-51","4","24","22/03/2024 17:57:07"
"868958","4","PJ2909-51","4","23","22/03/2024 22:18:57"
"868958","5","PJ2909-51","5","66","23/03/2024 14:39:43"
"868958","6","PJ2909-51","5","66","22/03/2024 21:05:18"
"868958","7","PJ2909-51","5","11","22/03/2024 21:06:12"
"868958","8","PJ2909-51","5","11","23/03/2024 15:25:52"
"868958","9","PJ2909-51","6","65","23/03/2024 14:36:36"
"868958","10","PJ2909-51","6","66","23/03/2024 10:13:55"
"868959","1","PJ2909-51","6","24","19/03/2024 12:15:33"
"868959","2","PJ2909-51","6","16","18/03/2024 17:47:33"
"868959","3","PJ2909-51","6","11","18/03/2024 17:47:32"
"868959","4","PJ2909-51","8","64","19/03/2024 9:48:57"
"868959","5","PJ2909-51","8","62","19/03/2024 11:31:59"
"868959","6","PJ2909-51","8","64","19/03/2024 13:39:57"
"868959","7","PJ2909-51","8","24","19/03/2024 13:53:37"
"868959","8","PJ2909-51","8","15","19/03/2024 17:00:40"
"868959","9","PJ2909-51","10","64","19/03/2024 16:57:04"
"868959","10","PJ2909-51","10","65","19/03/2024 15:43:00"
"868960","1","PJ2909-51","10","24","21/03/2024 16:08:47"
"868960","2","PJ2909-51","10","16","21/03/2024 15:58:46"
