period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,issues_review_menor_7_dias,issues_en_revision_total,historias_fix_version_deploy,cantidad_historias_deploy,repos_activos_con_nomenclatura_estandar,total_repositorios_en_uso,promedio_tiempo_aprobacion_pr,promedio_tamano_pr,repos_gobernados_chimera_activos,promedio_tiempo_integracion,promedio_tiempo_builds,pipelines_ejecuciones_exitosas,pipelines_ejecuciones_totales,promedio_tiempo_reparacion_builds,repos_sonarqube_ok_activos,repos_conectados_sonarqube,items_pruebas_desplegados_xray,items_desplegados_totales
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,19,AR41 TRAFFIC GENERATION & MARKETING AUTOMATION,10,13,7,9,11,13,1.43,601,6,2.88,14.5,9,10,82,12,14,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,76,EB02 ENTERPRISE MOBILE / MOVILES EMPRESAS,7,8,9,11,10,10,1.94,256.5,10,2.72,45,14,14,90,13,14,11,11
01-Jul,CIB,SW DELIVERY,GTB & IB&F,1193,IB&F,10,13,13,14,12,12,1.76,278.5,12,3.4,35.5,11,11,101,6,6,7,7
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,414,DIGITAL CONTACTABILITY,6,8,10,12,12,14,1.06,454.5,14,1.1,5,14,14,59,0,1,14,14
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,272,CONTRATACION,7,15,7,14,9,11,1.22,65.5,9,1.05,26.5,2,3,109,14,14,10,10
01-Aug,PERU,SYSTEMS,RISK,738,COLLECTIONS,3,5,4,5,7,9,2.52,428,7,1.72,33.5,4,4,60.5,13,14,14,14
01-Jun,PERU,SYSTEMS,CIB SYSTEMS,756,CIB PRODUCTS,5,8,6,8,9,13,1.31,110.5,13,1.59,49,7,8,58.5,12,14,9,9
01-Jun,URUGUAY,INGENIERIA & DATA,DE #ONE DATAHUB URUGUAY,879,ENGINEERING & DATA,6,7,7,10,12,13,1.21,682,12,1.63,38.5,9,10,92,8,8,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,45,AR36 LOCAL SERVICES,7,8,5,6,7,10,1.8,1,9,1.73,27.5,9,13,88,8,9,14,14
01-Aug,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,431,SUBSCRIPTIONS AND SERVICES,13,15,13,14,7,10,1.81,418.5,10,3.81,14.5,11,12,108,9,9,12,12
01-Aug,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATA TRANSFORMATION,872,CLIENT SOLUTIONS - DATA,9,11,11,14,8,10,1.16,65.5,7,1.28,49,1,1,30,10,13,7,7
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,590,ENTERPRISE WEB CHANNEL,10,15,10,14,5,6,2,71,6,3.55,27,9,10,7.5,8,9,8,8
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1063,ALERTAS FX,2,4,6,8,10,12,1.64,40,11,2.21,28,9,14,21,9,10,11,11
01-Jun,PERU,SYSTEMS,RETAIL,734,MOBILE CHANNELS,5,8,6,10,7,7,1.82,103,7,1.52,30.5,9,14,81,10,10,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,68,AR02 ENTERPRISE WEB CORE,12,14,7,9,10,12,2.09,400,10,2.1,30.5,9,10,41,9,11,15,15
01-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,301,OPEN BANKING,3,6,9,12,11,12,1.6,42,11,1.35,31,3,4,65,13,14,8,8
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,589,ENTERPRISE MOBILE (GEMA),10,11,8,15,10,10,1.13,74,10,2.57,37.5,11,12,125,12,14,9,9
01-Jul,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,1176,REGULATORY & ONBOARDING,7,12,12,13,10,11,1.62,594.5,10,1.27,22.5,12,14,111.5,12,12,14,14
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,34,AR32 MOTOR DE RIESGOS,11,13,7,9,10,10,1.53,403,9,1.97,22,9,10,80,10,12,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,58,AR23 PEOPLE SERVICING,3,6,7,13,4,4,1.69,71,3,1.62,22.5,12,13,105,9,10,10,10
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,295,T&C Y COMUNICACIONES,10,11,3,4,9,10,1.37,408.5,10,3.19,27,3,4,112,10,12,13,13
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,573,CANALES ASISTIDOS IVR/CBs,3,6,13,14,7,7,1.92,471,7,1.59,31.5,10,12,82,10,11,4,4
01-Jul,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,270,VENTA DE CARTERAS,11,13,8,9,8,12,2.62,110,11,1.84,37,10,11,90.5,11,11,8,8
01-Jun,PERU,DATA,DATAHUB,899,DATIO CIB/T&C/RIC,3,6,6,8,7,9,2.14,84,6,1.23,20.5,5,5,97,5,6,9,9
01-Jun,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1058,BBVA CONNECTA,6,7,8,9,2,4,1.31,525.5,2,2.84,22.5,12,14,10,8,10,5,5
01-Aug,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,288,SERVICIOS BANCARIOS (COBROS Y PAGOS),10,11,6,7,10,13,1.74,381.5,11,1.99,9,3,5,60.5,10,11,12,12
01-Aug,URUGUAY,SYSTEMS ENGINEERING,,673,CROSS SYSTEMS,7,9,6,8,5,5,1.8,395.5,3,1.49,32,12,13,108,10,12,13,13
01-Aug,PERU,SYSTEMS,RETAIL,765,CRM & DIGITAL MARKETING,5,7,9,12,10,14,1.92,174,10,1.59,25,8,9,52,6,8,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,66,AR53 PAGOS NOMINAS / CONVENIOS,9,10,10,13,2,3,1.64,300.5,2,2.85,27,9,9,117,11,13,13,13
01-Jun,GSD,GSD,PAYMENT,857,PASIVO,10,15,10,12,11,12,1.91,80,11,2.69,42.5,11,12,25,9,11,14,14
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,35,AR33 PRODUCTOS NO CREDITICIOS,10,12,3,5,12,14,2.87,438.5,13,1.4,30,6,7,66,10,10,12,12
01-Aug,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,285,INSURANCE - FINANCIERO ACTUARIAL,13,14,7,9,4,6,1.48,104.5,5,1.11,48.5,9,10,19,4,5,8,8
01-Aug,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,874,ALPHA,6,7,7,9,9,11,1.28,359.5,10,1.37,45,13,15,18.5,12,15,9,9
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,18,AR34 GESTION SUCURSALES y RECLAMOS,10,13,12,13,8,9,1.17,654.5,8,3.36,8.5,11,13,1,4,6,15,15
01-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,1076,PIVOT NET,2,4,7,10,9,11,1.04,619.5,10,1.95,27,9,13,24.5,12,13,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,301,OPEN BANKING,10,11,10,13,7,9,1.96,27.5,9,3.02,34,13,15,65.5,14,15,8,8
01-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,300,MOBILE CHANNEL,10,12,12,15,10,11,1.67,163.5,9,2.3,43,8,8,94.5,7,8,11,11
01-Jun,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,1177,REPOSITORIES,8,10,8,10,7,9,1.25,97,8,1.8,41,8,11,94.5,11,13,9,9
01-Jul,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,896,ENGINEERING - DATA,9,12,9,12,11,12,1.97,116,7,3.27,12.5,10,11,16.5,10,12,11,11
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,582,SEGUROS SISTEMAS ESPECIALIZADOS,11,12,5,7,8,10,1.1,0.5,8,1.96,39.5,11,13,75.5,5,7,11,11
01-Jun,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,1190,POSITION KEEPING & RISK MANAGEMENT,2,5,6,9,2,3,1.66,78,3,3.22,9,10,11,103.5,9,9,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,279,ASSET MANAGEMENT - FRONT OFFICE,10,12,7,12,11,13,1.83,114,11,1.71,24.5,8,10,0.5,3,4,6,6
01-Jul,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,283,INSURANCE - BACKOFFICE Y DATA,7,9,12,13,9,10,1.32,691.5,8,1.7,36,7,9,27.5,6,6,11,11
01-Jul,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,693,INTRANET,10,13,11,12,8,12,2.61,143.5,10,1.47,44.5,8,8,18.5,8,10,11,11
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,411,ACCOUNT STATEMENTS & TAX STAMPS,6,9,7,10,8,12,1.75,490.5,12,1.32,8.5,10,11,59.5,5,7,8,8
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,DATA TRANSFORMATION,587,CLIENT SOLUTIONS,10,11,9,10,12,13,2.28,522.5,11,2.89,22,7,8,92.5,9,11,10,10
01-Jun,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,870,DATA RISK,7,8,9,11,11,11,1.55,147.5,10,3.02,36.5,8,8,112,15,15,12,12
01-Aug,PERU,SYSTEMS,RISK,739,RISKS,7,11,10,14,13,13,1.01,290,12,4.25,3,12,15,13.5,9,9,12,12
01-Jul,PERU,SYSTEMS,CORE CLIENTS,736,INTERBANK PAYMENTS,9,12,9,12,6,7,1.4,50,7,4.78,1,11,13,13.5,8,9,8,8
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,COMEX,3,AR16 COMERCIO EXTERIOR,2,4,8,11,7,9,1.99,83,6,2.33,40,9,9,11.5,11,11,11,11
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,413,ATMS & INFRASTRUCTURE,5,6,8,11,3,5,1.9,122,4,1.66,29.5,12,14,11,5,7,13,13
01-Jun,CIB,SW DELIVERY,FIXED INCOME,1183,FI BOOKING & PORTFOLIO MANAGEMENT,8,9,10,13,7,7,1.69,601,6,1.43,9.5,12,14,79.5,11,13,8,8
01-Aug,CIB,DATA ENGINEERING,DATA HUB,1150,CIB DATAHUB & EXECUTION,9,12,8,9,10,15,1.05,606.5,11,1.35,21.5,13,15,102,8,9,12,12
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,417,COMPLIANCE & LEGAL,10,11,13,14,8,10,1.72,647.5,6,2.42,3,9,10,5,10,12,13,13
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,8,AR11 ABM,7,9,4,7,9,10,1.26,659.5,10,1.52,13.5,4,5,122.5,13,14,5,5
01-Jun,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,1054,TRADE FINANCE,11,13,11,14,9,11,1.24,583.5,10,3.4,3.5,12,14,100.5,5,7,10,10
01-Jun,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,279,ASSET MANAGEMENT - FRONT OFFICE,7,12,8,10,9,9,1.21,464,8,2.8,44,8,9,119.5,9,10,12,12
01-Jun,PERU,SYSTEMS,PAYMENT METHODS,751,ADQUIRENCIA,8,10,8,9,13,14,1.56,40,8,2.55,42,10,12,8.5,9,9,13,13
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,583,RIESGOS COBRANZA,1,2,5,6,7,9,1.68,44,9,3.81,36,4,4,114.5,13,13,14,14
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,267,FINANCIACION,6,9,8,12,5,6,2.75,198,4,1.15,33,9,11,11,12,14,12,12
01-Jul,PERU,DATA,DATAHUB,902,DATIO FINANZAS,3,4,8,9,9,11,1.59,651.5,7,1.13,30,12,12,69.5,7,7,8,8
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,561,ACCOUNTS,9,11,7,8,13,14,1.88,12,12,2.94,38,12,13,69.5,5,6,8,8
01-Jun,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,693,INTRANET,13,14,9,10,1,1,1.91,10,0,2.85,16,10,14,22.5,11,12,4,4
01-Aug,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,693,INTRANET,9,13,10,15,11,11,1.58,121,9,1.47,35,9,10,19,11,12,10,10
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,10,AR48 DISTRIBUCION DE PRODUCTOS,7,8,5,6,7,9,2.62,647.5,6,1.59,30.5,4,4,88,8,8,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,29,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,1,3,2,5,6,6,1.9,261,4,3.18,7.5,11,12,16,10,11,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,28,AR14 INSURANCE SERVICES,10,11,7,12,10,14,1.79,284,13,1.05,32,5,5,74.5,3,5,5,5
01-Aug,CIB,SW DELIVERY,FIXED INCOME,1185,FI PREDEAL & EXECUTION,10,13,5,7,10,11,1.65,322.5,6,2.46,24,12,14,105,10,10,12,12
01-Jun,PERU,SYSTEMS,LOANS,742,LOANS OTHER PRODUCTS,3,5,12,13,13,14,1.64,75,14,3.73,43,7,7,86,10,10,2,2
01-Aug,CIB,SW DELIVERY,GTB & IB&F,1193,IB&F,9,12,1,3,5,5,2.58,160,4,2.53,36,12,12,34.5,8,10,8,8
01-Jul,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1261,AUDIT,9,10,2,3,12,12,1.1,330,9,2.61,45,8,9,9,4,6,7,7
01-Aug,VENEZUELA,SYSTEMS,CROSS SERVICES,684,INTERBANK PAYMENTS,4,7,5,7,2,2,1.14,465,0,2.2,2.5,8,10,20.5,12,13,11,11
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,SMES,889,SMES,12,13,7,12,10,11,1.84,233.5,9,2.28,44,14,15,66.5,7,7,9,9
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,28,AR14 INSURANCE SERVICES,13,14,8,10,5,7,1.51,464,6,2.66,1,10,14,16,10,12,8,8
01-Jul,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,839,GDH ALPHA,6,9,7,12,6,8,1.56,123,7,1.51,31.5,7,9,22,11,13,15,15
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,48,CF03 LEGAL,9,12,12,15,13,13,1.54,543.5,11,1.94,34,10,11,87,12,14,15,15
01-Jun,ESPANA,DATA ENGINEERING,DATA HUB,846,TERADATA SYSTEMS,7,12,12,13,10,10,1.88,409,9,1.7,25.5,7,9,18,5,6,7,7
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,12,CIB04 GLOBAL MARKET,9,10,11,13,12,13,1.14,100,8,1.78,49,11,12,67,13,15,7,7
01-Aug,PERU,SYSTEMS,PAYMENT METHODS,754,OTHER PAYMENT PRODUCTS & SERVICES,8,10,9,11,9,9,1.56,93.5,8,2.71,37.5,5,7,52.5,11,12,5,5
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,46,CF01 TALENT & CULTURA,2,3,6,9,8,13,1.32,55.5,9,1.12,40,6,8,4.5,13,15,12,12
01-Jun,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,274,INFRAESTRUCTURA OPERACIONAL,8,11,4,7,12,15,2.04,601,11,1.17,4,10,10,83,10,10,14,14
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,418,CREDIT ACQUISITION & AUTOMATION,7,10,1,2,3,4,1.52,612,4,3.07,11.5,8,8,75,1,1,14,14
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,581,SEGUROS PROCESOS,14,15,4,5,9,15,1.33,695,14,2.02,10.5,2,3,91.5,6,8,12,12
01-Jun,GSD,GSD,DEVOPS & SW DEV TOOLS,852,DEVOPS - CI/CD,6,8,5,7,2,3,1.08,521,1,1.34,20,8,8,69.5,7,8,7,7
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,416,AACC,5,7,8,10,11,12,2.79,546,12,1.86,23,8,10,74,9,10,11,11
01-Aug,VENEZUELA,SYSTEMS,BANKING SYSTEMS,688,ASSET MANAGEMENT,5,7,9,12,8,11,1.92,61,9,2.4,5,7,8,129.5,12,13,10,10
01-Aug,PERU,SYSTEMS,CROSS SYSTEMS,746,INSURANCE DISTRIBUTION,10,14,2,5,7,9,2.52,593.5,9,1.38,1,12,13,67,12,14,4,4
01-Jul,GSD,GSD,DEVOPS & SW DEV TOOLS,854,SW DEVTOOLS SUITE,5,8,6,8,13,15,1.55,271.5,13,2.25,3.5,2,4,67.5,14,14,9,9
01-Aug,CFE,FINANCE,,1246,PROCUREMENT,12,15,9,12,7,13,1.95,193,11,1.83,44.5,13,14,40.5,15,15,7,7
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,47,CF02 COMPLIANCE,9,11,4,5,13,13,1.7,21.5,13,4.73,30.5,12,12,3,9,9,10,10
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,81,PA02 MERCHANTS-ACQUIRING / COMERCIOS-ADQUIRENCIA,7,9,11,14,12,14,2.64,237,9,1.19,26,10,11,85,6,8,10,10
01-Jul,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATA TRANSFORMATION,872,CLIENT SOLUTIONS - DATA,8,9,1,4,3,5,1.37,119,3,1.94,27.5,10,13,105.5,7,8,11,11
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,83,PA04 BBVA ADQUIRENTE - CICLO DE VIDA COMERCIOS,12,15,11,14,9,10,1.45,555.5,7,1.25,44.5,6,8,52,6,6,14,14
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,578,BUSINESS CORE,8,9,10,13,8,13,1.14,106,6,1.2,34,6,8,89,7,9,6,6
01-Jul,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,265,ENTERPRISES CHANNEL,13,15,5,6,5,7,1.72,93.5,6,2.42,36.5,12,14,87.5,9,9,12,12
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,575,NET,14,15,9,12,7,15,1.78,233.5,11,2.95,2,3,4,81.5,9,10,11,11
01-Jun,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,1176,REGULATORY & ONBOARDING,6,8,10,11,9,9,1.23,18.5,8,3.67,35.5,9,12,28,11,15,13,13
01-Aug,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1267,"LEGAL, FUNDACION BBVA",5,6,9,10,9,10,1.21,641.5,9,1.32,24,1,2,28,9,11,9,9
01-Aug,CIB,SW DELIVERY,EQUITIES,1171,QIS EQUITY FINANCE & CROSS,11,13,5,6,9,14,1.94,450.5,12,2.71,39.5,9,9,24,12,12,6,6
01-Aug,PERU,SYSTEMS,PAYMENT METHODS,753,NEW PAYMENT RAILS,7,9,7,9,9,9,1.26,326.5,6,5.08,28.5,4,4,45,13,13,9,9
01-Aug,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,841,"T&C, CROSS Y ENGINEERING INGESTAS",9,12,8,11,3,3,2.38,241,2,1.9,27,11,14,86,11,13,11,11
01-Aug,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,250,MMPP,8,11,8,14,6,7,1.5,67,7,1.19,39,11,12,80.5,13,13,9,9
01-Jul,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,1190,POSITION KEEPING & RISK MANAGEMENT,9,10,5,6,8,9,1.89,432,7,1.1,0.5,10,11,117,3,5,11,11
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,37,AR47 FORMULARIOS Y CONTRATOS DIGITALES,0,3,9,14,11,11,1.4,690.5,10,1.89,20,10,11,86,7,8,11,11
01-Aug,CFE,RISK,,1253,RETAIL CREDIT RISK,6,9,10,12,11,11,1.34,490,9,1.61,48.5,13,14,5.5,8,9,10,10
01-Aug,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,1190,POSITION KEEPING & RISK MANAGEMENT,4,7,8,11,8,9,1.78,41.5,6,1.56,44.5,14,14,32,8,9,13,13
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,76,EB02 ENTERPRISE MOBILE / MOVILES EMPRESAS,12,13,10,14,13,14,1.81,53,6,3.27,7,5,5,72,11,13,13,13
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1068,INFRA MULTICANAL EMPRESAS,8,13,7,13,5,5,1.69,544,5,2.54,27.5,10,10,103.5,9,11,11,11
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,451,LOANS,12,14,7,11,10,10,1.82,364,6,2.74,11.5,6,8,97,12,14,14,14
01-Aug,VENEZUELA,SYSTEMS,BANKING SYSTEMS,689,BANKING CREDIT PRODUCTS,5,7,9,11,5,5,2.58,72,3,1.31,20,7,9,40,4,6,8,8
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,416,AACC,6,9,13,14,2,3,1.96,80.5,3,1.43,42.5,5,6,27.5,12,14,15,15
01-Jul,ESPANA,DATA ENGINEERING,DATA HUB,844,CS & SOSTENIBILIDAD,6,8,7,8,10,11,1.59,373,10,2.69,15,3,5,97.5,6,8,14,14
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,584,RIESGOS PARTICULARES,8,12,6,7,7,10,1.54,184,8,2.92,31.5,14,15,33,1,2,13,13
01-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,886,PLATAFORMA ADQUIRENCIA,6,8,6,9,8,13,2.28,153.5,11,2.49,14,11,13,127,12,12,14,14
01-Jun,PERU,SYSTEMS,PAYMENT METHODS,752,ISSUING,11,14,6,9,9,9,1.3,112,6,1.84,48,9,10,75,12,13,13,13
01-Aug,CFE,R&IC,,1245,CONTROL INTERNO DE RIESGOS,11,15,11,14,6,7,1.9,629,7,1.42,28.5,7,7,74.5,11,13,10,10
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,568,CUMPLIMIENTO & AUDITORIA,7,10,8,11,9,11,1.02,383.5,7,1.73,50,9,9,39,13,15,13,13
01-Aug,GSD,GSD,PAYMENT,859,PAYMENT METHODS SYSTEM,9,13,8,9,11,13,1.53,137.5,6,1.56,38,13,13,11.5,10,11,6,6
01-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,881,INFRAESTRUCTURA MULTICANAL - RETAIL,11,12,10,12,5,7,1.73,36,7,1.43,27,1,2,45,10,12,10,10
01-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1067,FX SMART HEDGING,9,13,7,9,14,14,2.48,679.5,7,2.98,7.5,12,12,62,12,13,11,11
01-Jul,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,864,CLIENT SOLUTIONS,3,4,10,11,8,15,1.01,536,15,1.52,39.5,10,11,61.5,7,9,13,13
01-Jul,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1060,PIVOT - COMMERCIAL CARD,6,14,11,13,9,11,2.81,15,9,1.53,28,10,12,88,13,15,10,10
01-Jun,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,1179,TRANSACTION REPORTING & RECONCILIATIONS,6,7,3,5,7,9,1.06,90,7,2.95,36,13,14,129.5,9,10,5,5
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,556,BACKOFFICE,8,12,1,4,9,9,2.62,336,9,2.52,40.5,13,13,101.5,12,12,14,14
01-Aug,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,445,MOBILE ENTERPRISE,1,4,9,12,5,6,1.5,582.5,6,1.84,29.5,9,10,17.5,10,12,10,10
01-Jul,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,304,RETAIL DIGITAL SERVICES,4,5,9,10,9,11,1.39,682,10,2.13,43,13,15,109,13,15,8,8
01-Aug,PERU,SYSTEMS,CORE CLIENTS,735,ACCOUNTS & DEPOSITS,4,5,8,10,9,11,1.38,106.5,11,4.12,27,9,11,9.5,11,12,7,7
01-Jun,GSD,GSD,SW DEV TRANSF,862,SDLC PROCESSES GLOBAL,3,4,6,7,13,13,1.48,100,9,4.8,4,5,6,94,12,13,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,65,AR51 ECHEQ / FCEM,7,10,4,6,6,8,1.78,1,7,2.74,38,13,14,83.5,13,13,15,15
01-Jul,PERU,SYSTEMS,CIB SYSTEMS,755,ASSET MANAGEMENT,9,12,8,11,13,13,1.97,665,12,1.19,17,10,15,33,9,10,15,15
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,568,CUMPLIMIENTO & AUDITORIA,5,7,8,11,2,2,2.4,114,1,1.06,38,13,13,80,6,6,14,14
01-Jul,CIB,SW DELIVERY,GTB & IB&F,1192,GTB,9,10,4,7,14,15,1.36,107,15,3.86,47.5,9,10,80,15,15,15,15
01-Aug,CFE,FINANCE,,1248,REPORTING REGULATORIO,11,13,11,12,11,11,1.26,560,6,2.16,26.5,12,13,125.5,11,14,13,13
01-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,251,OPERATIONAL CRM,2,5,7,8,7,9,1.52,577.5,7,2.91,24,6,7,11,12,13,10,10
01-Jun,I&O HUB AMERICA,R&IC,CFE,878,SCREENING & TRANSACTION MONITORING AML,7,9,10,15,13,15,1.65,30.5,15,1.35,42.5,9,11,69,8,8,13,13
01-Jun,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,290,GESTION RECUPERATORIA Y CONTROL INTERNO,9,12,5,7,9,12,1.41,570.5,10,1.58,40.5,5,6,38,6,7,10,10
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,11,RB04 ATM /CAJEROS AUTOMATICOS,10,11,11,13,10,10,1.78,672.5,6,1.07,11.5,10,13,65.5,13,13,11,11
01-Aug,URUGUAY,SYSTEMS ENGINEERING,,672,CORE BANKING,6,13,4,5,5,7,1.84,61.5,6,1.17,2,3,4,72,9,12,8,8
