period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,Nº fichas RFO,Nº SN2 con ficha RFO con status OK,Nº SN2 con dependencias Consumer,Nº SN2 del tipo Aplicación no Hijo,Número de features deployed válidas,Número de features deployed,Valor de cumplimiento de objetivos en Op Model,Servicios N2 con medición en el modelo objetivo del Op Model,Vulnerab. de alto riesgo por cada mil líneas de códgio,Vulnerab. de alto riesgo por cada mil líneas de códgio mes anterior,Variación de la evolución de vulnerabilidades,Nº de vulnerabilidades high,Nº de Lineas de código,Nº de vulnerabilidades high en el mes anterior,Líneas de código en el mes anterior
25-Mar,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0.5,1,0,0,0,0,17.767,0,0
25-Apr,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,0,0,0,12.942,0,0
25-May,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,0,0,0,12.942,0,0
25-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,0,0,0,12.942,0,0
25-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,0,0,0,12.758,0,0
25-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,0,0,0,12.942,0,0
25-Sep,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,0,0,0,12.942,0,0
25-Mar,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,0,2,2,33,34,1,2,0,0,0,0,220.497,0,0
25-Apr,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,0,2,2,5,5,1,2,0,0,0,0,229.996,0,0
25-May,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,0,2,2,14,14,1,2,0,0,0,0,239.433,0,0
25-Jun,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,2,2,2,38,38,1,2,0,0,0,0,261.05,0,0
25-Jul,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,2,2,2,0,0,1,2,0,0,0,0,263.101,0,0
25-Aug,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,2,2,2,9,9,1.5,2,0,0,0,0,266.404,0,0
25-Sep,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,2,2,2,15,16,1.5,2,0,0,0,0,275.012,0,0
25-Mar,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,1,5,5,25,25,1,4,0,0,0,0,360.693,0,0
25-Apr,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,2,5,5,0,0,2,4,0,0,0,0,331.318,0,0
25-May,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,2,4,4,8,8,2.5,4,0,0,0,0,326.48,0,0
25-Jun,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,4,4,4,22,22,2,4,0,0,0,0,325.753,0,0
25-Jul,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,4,4,4,0,0,3.5,4,0,0,0,0,311.75,0,0
25-Aug,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,4,4,4,7,7,4,4,0,0,0,0,312.295,0,0
25-Sep,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,4,4,4,12,12,4,4,0,0,0,0,312.699,0,0
25-Mar,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,3,3,2,3,29,30,1,2,0,0,0,0,2.002.599,0,0
25-Apr,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,4,3,2,4,1,1,0.5,2,0,0,0,0,1.967.083,0,0
25-May,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,4,3,2,4,10,10,1.5,3,0,0,0,0,1.974.818,0,0
25-Jun,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,3,2,2,3,47,47,0,2,0,0,0,0,1.977.265,0,0
25-Jul,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,2,2,2,2,1,1,2,3,0,0,0,0,1.977.075,0,0
25-Aug,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,2,2,2,2,13,13,1.5,3,0,0,0,0,1.979.720,0,0
25-Sep,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,2,2,2,2,17,17,1.5,3,0,0,0,0,1.981.003,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,34,38,2,3,138,0,0,138,2.180.905,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,9,11,2,3,138,0,0,138,2.096.698,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,0,0,2,4,134,0,0,134,2.147.784,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,32,36,3,4,134,0,0,134,2.155.227,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,3,4,4,7,7,3,4,134,0,0,134,2.163.393,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,8,8,3,4,134,0,0,134,2.164.517,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,8,8,3,4,134,0,0,134,2.075.590,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,18,24,2,4,133,0,0,133,1.826.781,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,7,8,3,4,133,0,0,133,1.839.491,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,6,7,3,4,97,0,0,97,1.841.534,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,22,25,3,4,96,0,0,96,1.847.046,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,4,4,3,4,97,0,0,97,1.852.094,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,12,12,3,4,97,0,0,97,1.853.263,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,12,12,3,4,97,0,0,97,1.853.267,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,10,12,1,1,0,0,0,0,1.143.233,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,5,5,1,1,0,0,0,0,1.026.179,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,2,2,1,1,0,0,0,0,1.011.420,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,11,11,1,1,0,0,0,0,1.016.615,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,3,3,1,1,0,0,0,0,1.020.635,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,3,3,1,1,0,0,0,0,1.020.255,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,3,3,1,1,0,0,0,0,1.020.317,0,0
25-Mar,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,17,15,13,14,2,2,3,10,185,0,0,185,4.939.829,0,0
25-Apr,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,16,13,14,14,0,0,4,10,44,0,0,44,3.154.271,0,0
25-May,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,18,15,14,15,2,2,4,10,44,0,0,44,3.179.198,0,0
25-Jun,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,16,16,13,13,2,2,7,10,44,0,0,44,3.096.439,0,0
25-Jul,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,16,16,13,13,0,0,6,9,2028,0,0,2028,3.112.857,0,0
25-Aug,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,16,16,13,13,0,0,6,10,2028,0,0,2028,3.122.740,0,0
25-Mar,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,12,13,0,0,3,5,415,0,0,415,1.805.091,0,0
25-Apr,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,13,13,2,2,3,5,415,0,0,415,1.864.862,0,0
25-May,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,13,13,0,0,3,4,415,0,0,415,2.062.962,0,0
25-Jun,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,13,13,2,2,3,3,415,0,0,415,1.864.862,0,0
25-Jul,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,13,13,0,0,3,5,858,0,0,858,1.864.862,0,0
25-Aug,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,13,13,0,0,1,4,858,0,0,858,2.201.903,0,0
25-Mar,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,8,9,1,2,0,4,136,0,0,136,2.840.139,0,0
25-Apr,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,9,9,7,7,1,4,132,0,0,132,2.146.730,0,0
25-May,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,8,8,4,11,1,2,132,0,0,132,2.164.368,0,0
25-Jun,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,8,8,23,32,1.5,3,132,0,0,132,2.189.890,0,0
25-Jul,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,8,8,0,0,2,4,129,0,0,129,2.110.839,0,0
25-Aug,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,8,8,0,0,1,4,129,0,0,129,2.142.074,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,10,9,9,10,34,34,7,9,0,0,0,0,4.771.701,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,10,8,9,10,0,0,8,9,4,0,0,4,2.013.566,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,8,7,7,8,0,0,5,7,4,0,0,4,2.014.741,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,8,7,7,8,35,35,5,7,4,0,0,4,1.964.740,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,8,7,7,8,1,1,5,7,68,0,0,68,1.965.227,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,7,7,7,7,3,3,5,7,64,0,0,64,1.836.813,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,7,7,7,7,5,5,5,7,64,0,0,64,1.836.830,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,24,24,4.5,6,0,0,0,0,688.53,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,3,3,4,6,0,0,0,0,202.563,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,3,4,4,6,0,0,0,0,207.763,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,32,33,4.5,6,0,0,0,0,208.375,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,4,6,6,1,1,5,6,0,0,0,0,209.633,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,2,2,5,6,0,0,0,0,209.616,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,2,2,5,6,0,0,0,0,218.451,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,8,9,10,71,71,5,7,295,0,0,295,3.033.711,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,9,10,0,0,4,8,73,0,0,73,2.506.858,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,0,0,3,7,72,0,0,72,2.508.155,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,75,75,3,7,71,0,0,71,2.529.922,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,1,1,4,8,64,0,0,64,2.568.014,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,1,1,4,7,64,0,0,64,2.566.093,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,6,6,4,7,64,0,0,64,2.567.994,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,4,4,5,81,81,4,4,178,0,0,178,1.048.129,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,4,4,5,0,0,4,4,178,0,0,178,1.032.096,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,4,4,4,4,0,0,4,4,178,0,0,178,1.034.373,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,4,4,5,96,96,4,4,172,0,0,172,1.031.818,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,4,4,5,0,0,4,4,174,0,0,174,1.031.836,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,5,4,5,7,7,4,5,37,0,0,37,1.043.858,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,5,4,5,17,17,4,5,37,0,0,37,1.044.279,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,8,6,6,8,100,101,3,4,2572,0,0,2572,3.157.341,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,8,5,6,8,0,0,5,6,2557,0,0,2557,3.158.246,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,7,7,6,7,0,0,4,6,2548,0,0,2548,3.158.442,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,7,7,6,7,97,97,5,6,2548,0,0,2548,3.159.356,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,7,7,6,7,4,4,5,6,2018,0,0,2018,3.161.915,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,8,8,6,8,64,64,5.5,7,1345,0,0,1345,3.162.938,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,8,8,6,8,80,80,5.5,7,1303,0,0,1303,3.087.455,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,24,24,2,4,25692,0,0,25692,3.114.926,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,0,0,2,4,25692,0,0,25692,3.112.900,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,0,0,3,4,26983,0,0,26983,4.115.918,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,28,28,4,4,26983,0,0,26983,4.118.250,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,1,1,3,4,20942,0,0,20942,2.492.224,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,6,6,2,4,20943,0,0,20943,2.504.636,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,10,10,2,4,20943,0,0,20943,2.511.205,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,C&IB,286,PRIVATE BANKING,2,2,2,2,86,91,2,2,0,0,0,0,242.381,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,C&IB,286,PRIVATE BANKING,2,2,2,2,0,0,2,2,0,0,0,0,241.086,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,C&IB,286,PRIVATE BANKING,2,2,2,2,0,0,2,2,0,0,0,0,241.464,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,286,PRIVATE BANKING,2,2,2,2,91,95,2,2,0,0,0,0,667.954,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,286,PRIVATE BANKING,2,2,2,2,1,1,2,2,7,0,0,7,675.705,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,286,PRIVATE BANKING,2,2,2,2,11,11,2,2,7,0,0,7,1.144.017,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,3,2,9,9,219,232,6,9,20,0,0,20,14.420.564,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,2,2,9,9,32,38,6,8,16,0,0,16,13.070.791,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,4,2,8,10,83,96,5,9,16,0,0,16,11.243.958,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,5,2,8,11,229,250,5,10,16,0,0,16,11.447.737,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,4,2,7,10,0,0,5,10,40,0,0,40,11.608.259,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,3,2,7,10,0,0,5,9,40,0,0,40,11.824.477,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,7,7,4,4,4,7,90,0,0,90,5.508.053,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,7,7,0,0,5,7,92,0,0,92,5.702.606,0,0
25-May,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,7,7,1,1,3.5,6,292,0,0,292,4.927.555,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,7,9,3,3,3.5,6,333,0,0,333,7.404.188,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,9,7,9,9,0,0,4,6,812,0,0,812,11.357.533,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,9,9,0,0,4,6,812,0,0,812,11.358.739,0,0
25-Mar,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,3,3,2,4,0,0,0,0,2.261,0,0
25-Apr,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,1,1,2,4,0,0,0,0,464,0,0
25-May,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,1,1,2,3,0,0,0,0,1.593,0,0
25-Jun,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,5,5,2,3,0,0,0,0,1.593,0,0
25-Jul,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,0,0,2,4,0,0,0,0,1.593,0,0
25-Aug,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,0,0,2,4,0,0,0,0,324.25,0,0
25-Mar,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,6,7,12,12,3,4,1,0,0,1,13.649.920,0,0
25-Apr,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,7,7,4,4,3,3,0,0,0,0,14.459.693,0,0
25-May,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,7,7,4,4,3,3,0,0,0,0,14.484.607,0,0
25-Jun,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,6,7,8,8,2,5,0,0,0,0,14.843.173,0,0
25-Jul,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,6,7,0,0,3,4,0,0,0,0,14.860.896,0,0
25-Aug,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,6,7,0,0,4,4,0,0,0,0,14.861.410,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,19,19,1,1,0,0,0,0,933.601,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,3,3,1,1,0,0,0,0,984.049,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,3,3,1,1,0,0,0,0,995.648,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,16,18,1,1,0,0,0,0,1.019.611,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,0,0,1,1,0,0,0,0,1.036.019,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,0,0,1,1,0,0,0,0,582.428,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,11,9,9,6,6,3,3,19,0,0,19,249.253,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,11,9,9,0,0,3.5,5,19,0,0,19,245.707,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,11,9,9,1,1,3,4,15,0,0,15,245.78,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,9,9,9,4,4,3.5,4,15,0,0,15,245.78,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,11,9,9,0,0,4.5,5,15,0,0,15,245.837,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,11,9,9,0,0,3.5,5,7,0,0,7,245.937,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,11,9,9,1,1,3.5,5,2,0,0,2,245.992,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,294,FINANZAS,16,16,16,16,23,23,6,8,0,0,0,0,140.752,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,294,FINANZAS,16,16,16,16,10,10,6,8,0,0,0,0,139.458,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,294,FINANZAS,16,16,16,16,18,19,7,8,0,0,0,0,139.856,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,294,FINANZAS,16,16,16,16,40,40,7.5,8,0,0,0,0,150.735,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,294,FINANZAS,16,16,16,16,10,10,7,9,0,0,0,0,107.939,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,294,FINANZAS,17,17,17,17,20,20,9,10,0,0,0,0,109.588,0,0
